"geneSymbol","DS_01_58500","DS_02_48905","DS_03_52613","M7_01_817151","M7_02_818438","M7_03_817389"
"NXF1",5842,6660,8623,4656,3428,8553
"NXF2",0,0,0,0,0,0
"NXF2B",0,0,0,0,0,0
"NXF3",2,6,68,677,2526,271
"NXF4",0,0,2,0,0,0
"NXF5",0,0,0,1,0,0
"NXN",4,2,4,128,387,87
"NXNL1",0,0,0,0,0,0
"NXNL2",0,0,0,0,1,0
"NXPE1",0,0,0,1,0,0
"NXPE2",0,0,0,0,0,0
"NXPE3",1122,695,149,512,631,638
"NXPE4",0,0,0,0,0,0
"NXPH1",0,0,0,0,0,0
"NXPH2",0,0,0,0,0,0
"NXPH3",0,4,1,0,2,3
"NXPH4",2,6,4,33,15,13
"NXT1",672,492,1119,1247,605,367
"NXT2",449,198,237,364,360,195
"NYAP1",13,1,4,12,21,13
"NYAP2",0,0,0,0,0,0
"NYNRIN",138,858,29,597,1202,122
"NYX",0,0,0,1,1,0
"OACYLP",0,0,0,0,0,0
"OAF",250,585,196,142,191,39
"OARD1",401,504,355,437,815,262
"OAS1",62,496,6,115,593,131
"OAS2",281,959,24,200,753,138
"OAS3",697,2965,106,474,3384,2133
"OASL",238,3155,80,179,53,27
"OAT",1428,795,2401,1564,1413,437
"OAZ1",7631,5957,7020,10507,11865,5546
"OAZ2",879,710,695,2267,825,714
"OAZ3",3,2,11,3,23,19
"OBFC1",942,655,140,243,755,761
"OBP2A",0,0,1,0,0,0
"OBP2B",0,0,0,1,0,0
"OBSCN",113,425,162,1198,1339,709
"OBSL1",27,671,78,398,2201,1262
"OC90",0,0,0,0,0,0
"OCA2",0,0,0,3,0,5
"OCEL1",55,52,42,49,145,123
"OCIAD1",1433,1655,1209,2232,2323,1876
"OCIAD2",588,496,282,488,129,461
"OCLM",28,28,36,46,14,69
"OCLN",91,157,66,2,1,1
"OCM",3,0,0,4,2,2
"OCM2",0,0,0,0,0,0
"OCRL",694,966,371,447,550,611
"OCSTAMP",0,0,0,1,3,8
"ODAM",0,0,0,0,0,0
"ODC1",1828,1881,7293,3447,6069,840
"ODF1",0,0,0,0,0,0
"ODF2",935,611,845,1238,2380,2320
"ODF2L",869,616,350,696,680,877
"ODF3",4,1,0,6,1,1
"ODF3B",114,219,264,145,142,66
"ODF3L1",0,39,11,2,2,18
"ODF3L2",0,0,0,2,1,2
"ODF4",0,1,0,0,0,0
"OFD1",1009,1192,1649,1164,1464,1380
"OGDH",989,889,888,823,1390,823
"OGDHL",1,1,2,6,19,1
"OGFOD1",406,349,359,486,1276,549
"OGFOD2",747,525,306,389,688,652
"OGFOD3",335,162,151,311,498,464
"OGFR",938,1114,572,860,802,730
"OGFR-AS1",16,30,13,20,21,20
"OGFRL1",835,771,453,1254,3720,1354
"OGFRP1",4,2,5,2,5,1
"OGG1",188,29,282,198,621,502
"OGN",5,0,14,5,2,2
"OGT",15989,12062,4861,8934,11255,14127
"OIP5",81,39,119,121,313,225
"OIP5-AS1",708,581,649,638,937,789
"OIT3",0,1,0,1,2,0
"OLA1",1226,1901,1087,1598,2334,2212
"OLAH",0,0,0,0,1,0
"OLFM1",0,0,5,9,1,1
"OLFM2",4,2,1,4,1,13
"OLFM3",0,0,2,1,0,2
"OLFM4",1,4,10,2657,68,11
"OLFML1",1,0,1,0,1,2
"OLFML2A",9,279,2,2,497,2857
"OLFML2B",17,2,30,9,10,12
"OLFML3",12,0,19,11,1,15
"OLIG1",393,49,9,22,26,3
"OLIG2",2,1,0,0,2,0
"OLIG3",0,0,0,0,0,0
"OLMALINC",6,12,59,38,66,38
"OLR1",10,53,3,54,12,0
"OMA1",164,73,87,119,388,162
"OMD",0,0,3,12,0,0
"OMG",17,12,3,30,7,9
"OMP",0,2,3,1,0,1
"ONECUT1",0,0,0,0,0,0
"ONECUT2",0,0,0,0,4,13
"ONECUT3",0,0,0,0,0,2
"OOEP",0,1,0,1,0,2
"OOSP1",2,0,0,3,7,28
"OOSP2",0,0,0,0,0,0
"OPA1",2022,2679,1146,4086,1925,1739
"OPA1-AS1",19,9,6,34,10,13
"OPA3",294,105,114,182,418,329
"OPALIN",0,0,0,3,0,1
"OPCML",0,0,0,0,0,0
"OPHN1",26,44,26,81,388,538
"OPLAH",20,162,31,49,86,166
"OPN1LW",0,0,0,1,0,0
"OPN1MW",0,0,0,0,0,0
"OPN1MW2",0,0,0,0,0,0
"OPN1SW",0,0,0,0,0,1
"OPN3",80,28,34,78,107,29
"OPN4",2,0,0,0,0,0
"OPN5",0,0,0,1,0,18
"OPRD1",0,0,0,0,1,0
"OPRK1",0,0,0,0,0,0
"OPRL1",61,60,11,31,167,13
"OPRM1",0,0,1,0,0,0
"OPTC",0,0,0,0,0,0
"OPTN",581,752,2323,1272,493,1518
"OR10A2",0,0,0,0,0,0
"OR10A3",0,0,0,0,0,0
"OR10A4",0,0,0,0,0,0
"OR10A5",0,0,0,0,0,0
"OR10A6",0,0,0,0,0,0
"OR10A7",0,0,0,0,0,0
"OR10AD1",1,0,0,1,6,1
"OR10AG1",0,0,0,0,0,0
"OR10C1",0,0,0,0,0,0
"OR10G2",0,0,0,0,1,0
"OR10G3",0,0,0,0,0,0
"OR10G4",0,0,0,0,0,0
"OR10G7",0,0,0,0,0,0
"OR10G8",0,0,0,0,0,0
"OR10G9",0,0,0,0,0,0
"OR10H1",8,1,0,0,0,1
"OR10H2",0,0,0,1,0,0
"OR10H3",0,0,0,0,0,0
"OR10H4",0,0,0,0,0,0
"OR10H5",0,0,0,0,0,0
"OR10J1",0,0,0,0,0,0
"OR10J3",0,0,0,0,0,0
"OR10J5",0,0,0,0,0,0
"OR10K1",1,0,0,0,0,0
"OR10K2",0,0,0,0,0,0
"OR10P1",0,0,0,0,0,0
"OR10Q1",0,0,0,0,0,0
"OR10R2",0,0,0,0,0,0
"OR10S1",0,0,0,0,0,0
"OR10T2",0,0,0,0,0,0
"OR10V1",0,0,0,0,0,0
"OR10V2P",1,0,0,1,0,1
"OR10W1",0,0,0,0,0,0
"OR10X1",1,0,2,0,0,0
"OR10Z1",0,0,0,0,1,0
"OR11A1",0,0,0,2,0,0
"OR11G2",0,0,0,0,0,0
"OR11H1",0,0,0,0,0,0
"OR11H12",0,0,0,0,0,0
"OR11H2",0,0,0,0,0,0
"OR11H4",0,0,0,0,0,0
"OR11H6",0,0,0,0,0,0
"OR11L1",0,0,0,1,0,0
"OR12D2",0,0,0,0,0,0
"OR12D3",0,0,0,0,0,0
"OR13A1",0,4,0,10,1,2
"OR13C2",0,0,1,0,0,0
"OR13C3",0,0,0,0,0,0
"OR13C4",0,0,0,0,2,0
"OR13C5",0,0,0,0,2,0
"OR13C8",0,0,0,0,0,0
"OR13C9",0,0,0,0,0,0
"OR13D1",1,0,0,0,0,0
"OR13F1",0,0,0,0,1,0
"OR13G1",2,0,0,1,0,5
"OR13H1",0,0,0,0,0,0
"OR13J1",0,0,0,0,0,0
"OR14A16",0,0,0,1,0,2
"OR14C36",0,0,0,0,0,0
"OR14I1",0,0,0,0,0,0
"OR14J1",0,0,0,1,0,0
"OR1A1",0,0,0,0,0,0
"OR1A2",0,0,0,0,0,0
"OR1B1",0,0,1,0,1,0
"OR1C1",0,0,0,0,1,2
"OR1D2",0,0,0,0,0,0
"OR1D4",0,0,0,0,0,0
"OR1D5",0,0,0,0,0,0
"OR1E1",0,0,0,0,0,0
"OR1E2",0,0,0,0,0,0
"OR1F1",1,0,0,0,0,0
"OR1F2P",0,0,0,0,0,0
"OR1G1",0,0,0,0,0,0
"OR1I1",0,0,0,0,0,0
"OR1J1",1,0,0,4,0,0
"OR1J2",0,0,0,2,0,1
"OR1J4",1,0,0,0,0,0
"OR1K1",0,1,0,0,1,1
"OR1L1",0,0,0,0,0,0
"OR1L3",0,0,0,0,0,0
"OR1L4",0,0,0,0,0,0
"OR1L6",0,0,0,0,0,0
"OR1L8",1,1,0,1,1,1
"OR1M1",0,0,0,0,0,0
"OR1N1",0,0,0,0,0,0
"OR1N2",0,0,0,0,0,0
"OR1Q1",8,0,0,2,0,0
"OR1S1",0,0,0,0,0,0
"OR1S2",0,0,0,0,0,0
"OR2A1",0,0,0,0,0,0
"OR2A1-AS1",0,1,1,0,1,9
"OR2A12",0,0,0,0,0,0
"OR2A14",0,0,0,0,0,0
"OR2A2",0,0,0,0,0,0
"OR2A20P",0,0,0,0,0,0
"OR2A25",0,0,0,0,0,0
"OR2A4",0,0,0,0,2,0
"OR2A42",0,0,0,0,0,0
"OR2A5",0,0,0,0,0,0
"OR2A7",0,2,0,0,0,0
"OR2A9P",0,0,0,0,0,5
"OR2AE1",0,0,2,0,0,1
"OR2AG1",0,0,0,0,0,0
"OR2AG2",0,0,1,0,0,0
"OR2AK2",9,21,3,3,0,6
"OR2AP1",0,0,0,0,0,0
"OR2AT4",0,0,1,0,1,0
"OR2B11",0,2,0,1,0,1
"OR2B2",0,1,0,0,0,0
"OR2B3",0,0,0,0,0,0
"OR2B6",0,8,3,3,3,11
"OR2C1",0,0,0,0,0,0
"OR2C3",0,0,0,0,0,5
"OR2D2",0,0,0,0,0,0
"OR2D3",0,0,0,0,0,0
"OR2F1",0,0,0,0,0,0
"OR2F2",0,0,0,0,0,0
"OR2G2",0,0,0,0,0,2
"OR2G3",0,0,0,0,0,1
"OR2G6",0,0,0,0,0,0
"OR2H1",0,0,0,0,0,0
"OR2H2",0,1,0,2,4,9
"OR2J2",0,0,0,0,0,0
"OR2J3",0,0,0,0,0,0
"OR2K2",0,0,0,0,0,0
"OR2L13",1,33,0,4,9,18
"OR2L1P",8,62,0,8,5,4
"OR2L2",4,20,0,3,3,3
"OR2L3",1,3,0,2,1,1
"OR2L5",0,3,0,0,0,3
"OR2L8",1,6,1,1,1,2
"OR2M1P",0,0,0,0,0,2
"OR2M2",0,0,0,0,0,0
"OR2M3",0,2,0,0,0,0
"OR2M4",0,0,0,0,1,1
"OR2M5",0,0,0,0,0,0
"OR2M7",0,0,0,0,0,0
"OR2S2",0,0,0,0,0,0
"OR2T1",0,0,0,0,0,0
"OR2T10",0,0,0,0,0,0
"OR2T11",0,0,0,0,0,0
"OR2T12",0,0,0,0,0,0
"OR2T2",0,0,0,0,0,0
"OR2T27",0,0,1,0,0,0
"OR2T29",0,0,0,0,0,0
"OR2T3",0,0,0,0,0,0
"OR2T33",2,9,0,3,6,2
"OR2T34",0,0,0,0,0,0
"OR2T35",0,0,0,0,0,0
"OR2T4",0,0,0,0,0,0
"OR2T5",0,0,0,0,0,0
"OR2T6",0,0,0,0,0,0
"OR2T8",14,30,10,20,17,12
"OR2V1",0,0,0,0,0,3
"OR2V2",0,0,0,0,0,0
"OR2W1",0,0,0,0,0,0
"OR2W3",99,159,105,355,295,79
"OR2W5",1,0,0,0,0,3
"OR2Y1",0,0,0,0,0,0
"OR2Z1",0,0,0,0,0,0
"OR3A1",0,0,0,0,0,0
"OR3A2",0,0,0,0,0,0
"OR3A3",0,0,0,0,0,0
"OR3A4P",0,0,0,0,0,0
"OR4A15",0,0,0,0,0,0
"OR4A16",0,0,0,0,0,0
"OR4A47",0,0,0,0,0,0
"OR4A5",0,0,0,0,0,0
"OR4B1",0,0,1,0,0,0
"OR4C11",0,0,0,0,0,0
"OR4C12",0,0,0,0,0,0
"OR4C13",0,0,0,0,0,0
"OR4C15",0,0,0,0,0,0
"OR4C16",0,0,0,0,0,0
"OR4C3",0,0,0,0,0,0
"OR4C45",0,0,0,0,0,0
"OR4C46",0,0,0,0,0,0
"OR4C6",0,0,0,0,0,0
"OR4D1",0,0,0,0,0,0
"OR4D10",0,0,0,0,0,0
"OR4D11",0,0,0,0,0,0
"OR4D2",0,0,0,0,0,0
"OR4D5",0,0,0,0,0,0
"OR4D6",0,0,0,0,0,0
"OR4D9",0,1,0,0,0,0
"OR4E2",0,0,0,0,1,0
"OR4F13P",0,0,0,0,0,0
"OR4F15",0,0,0,0,0,0
"OR4F16",0,0,0,0,0,0
"OR4F17",0,0,0,0,0,0
"OR4F21",0,0,0,0,1,0
"OR4F29",0,0,0,0,0,0
"OR4F3",0,0,0,0,0,0
"OR4F4",0,0,0,0,0,0
"OR4F5",0,0,0,0,0,0
"OR4F6",0,0,0,0,0,0
"OR4K1",0,0,0,0,0,0
"OR4K13",0,0,0,0,0,0
"OR4K14",0,0,0,0,0,0
"OR4K15",0,0,0,0,0,0
"OR4K17",0,0,0,0,0,0
"OR4K2",0,0,0,0,0,0
"OR4K5",0,0,0,0,0,0
"OR4L1",0,0,0,0,0,0
"OR4M1",0,0,0,0,0,0
"OR4M2",0,0,0,0,0,0
"OR4N2",0,0,0,0,0,0
"OR4N3P",0,0,0,0,0,0
"OR4N4",0,0,0,0,0,0
"OR4N5",0,0,0,0,0,0
"OR4P4",0,0,0,0,0,0
"OR4Q3",0,0,0,0,0,0
"OR4S1",0,0,1,0,0,0
"OR4S2",0,0,0,0,0,0
"OR4X1",0,0,0,0,0,0
"OR4X2",0,0,0,0,0,0
"OR51A2",0,0,0,0,0,0
"OR51A4",0,0,0,0,0,0
"OR51A7",0,0,0,0,0,0
"OR51B2",0,1,0,0,0,0
"OR51B4",1,0,2,0,0,0
"OR51B5",0,0,0,1,0,0
"OR51B6",0,0,0,1,0,0
"OR51D1",0,0,0,0,0,0
"OR51E1",0,0,0,0,0,0
"OR51E2",0,0,0,0,2,0
"OR51F1",0,0,0,0,0,0
"OR51F2",0,0,0,0,0,0
"OR51G1",0,0,0,0,0,0
"OR51G2",0,0,0,0,0,0
"OR51I1",0,0,0,1,0,0
"OR51I2",0,0,0,0,1,0
"OR51L1",0,0,0,0,0,0
"OR51M1",0,0,0,0,0,0
"OR51Q1",0,0,0,0,0,0
"OR51S1",0,0,0,0,0,0
"OR51T1",0,0,0,0,0,0
"OR51V1",0,0,1,0,0,0
"OR52A1",0,0,0,0,0,0
"OR52A5",0,4,44,1,0,0
"OR52B2",0,0,0,0,0,0
"OR52B4",0,0,0,0,0,0
"OR52B6",0,0,0,0,1,0
"OR52D1",0,0,0,0,2,0
"OR52E2",0,0,0,0,0,0
"OR52E4",0,0,0,0,0,0
"OR52E6",0,0,0,0,0,0
"OR52E8",0,0,0,0,0,0
"OR52H1",0,0,1,1,1,0
"OR52I1",0,0,1,0,0,0
"OR52I2",0,0,0,0,0,0
"OR52J3",0,0,0,0,0,0
"OR52K1",0,0,0,0,0,1
"OR52K2",0,0,0,0,0,0
"OR52L1",0,0,0,0,0,0
"OR52M1",0,0,0,0,0,0
"OR52N1",0,0,0,0,0,1
"OR52N2",6,5,1,2,0,0
"OR52N4",28,3,3,3,2,1
"OR52N5",0,0,2,0,0,0
"OR52R1",0,0,0,0,0,0
"OR52W1",0,0,0,0,0,0
"OR56A1",0,0,0,0,0,0
"OR56A3",0,0,0,0,0,0
"OR56A4",0,0,0,0,0,0
"OR56A5",0,0,0,0,0,0
"OR56B1",1,1,0,0,1,0
"OR56B4",0,0,0,0,2,0
"OR5A1",0,0,0,0,0,0
"OR5A2",0,0,0,0,0,0
"OR5AC2",0,0,0,0,0,0
"OR5AK2",0,0,0,0,0,0
"OR5AK4P",0,0,0,0,0,0
"OR5AN1",0,0,0,0,0,0
"OR5AP2",0,0,0,0,0,0
"OR5AR1",0,0,2,0,0,0
"OR5AS1",0,0,0,0,0,0
"OR5AU1",0,0,0,2,0,0
"OR5B12",0,0,0,0,0,0
"OR5B17",0,0,0,0,0,0
"OR5B2",0,1,0,0,0,1
"OR5B21",0,1,0,0,0,0
"OR5B3",0,0,0,0,0,0
"OR5C1",0,0,0,0,0,0
"OR5D13",0,0,0,0,0,0
"OR5D14",0,0,0,0,0,0
"OR5D16",0,0,0,0,0,0
"OR5D18",0,0,0,0,0,0
"OR5E1P",0,0,0,0,0,0
"OR5F1",0,0,0,0,0,0
"OR5H1",0,0,0,0,0,0
"OR5H14",0,0,0,0,0,0
"OR5H15",0,0,0,0,0,0
"OR5H2",0,0,0,0,0,0
"OR5H6",0,0,0,0,0,0
"OR5I1",0,0,0,0,0,0
"OR5J2",0,0,0,0,0,0
"OR5K1",0,0,0,0,0,0
"OR5K2",1,1,0,0,0,1
"OR5K3",0,0,0,0,0,0
"OR5K4",0,0,0,0,0,0
"OR5L1",0,0,0,0,0,0
"OR5L2",0,0,0,0,0,0
"OR5M1",0,0,0,0,0,0
"OR5M10",0,0,0,0,0,0
"OR5M11",0,0,0,0,0,0
"OR5M3",0,0,0,0,0,0
"OR5M8",0,0,0,0,0,0
"OR5M9",0,0,0,0,0,0
"OR5P2",0,0,0,0,0,0
"OR5P3",0,0,0,0,0,0
"OR5R1",0,0,0,0,0,0
"OR5T1",0,0,0,0,0,0
"OR5T2",0,0,0,0,0,0
"OR5T3",0,0,0,0,0,0
"OR5V1",0,0,0,0,0,0
"OR5W2",0,0,0,0,0,0
"OR6A2",0,0,0,0,0,0
"OR6B1",0,0,0,0,0,0
"OR6B2",0,0,0,0,0,0
"OR6B3",0,0,0,0,0,0
"OR6C1",0,0,0,0,0,0
"OR6C2",0,0,0,0,0,0
"OR6C3",0,0,0,0,0,0
"OR6C4",0,0,0,0,0,0
"OR6C6",0,0,0,0,0,0
"OR6C65",0,0,0,0,0,0
"OR6C68",0,0,0,0,0,0
"OR6C70",0,0,0,0,0,0
"OR6C74",0,0,0,0,0,0
"OR6C75",0,0,0,0,0,0
"OR6C76",0,0,0,0,0,0
"OR6F1",0,0,0,0,2,2
"OR6K2",0,0,0,0,1,0
"OR6K3",0,0,0,1,0,0
"OR6K6",0,0,0,0,0,0
"OR6M1",0,0,0,0,0,0
"OR6N1",0,0,0,3,0,0
"OR6N2",0,0,0,0,0,0
"OR6P1",0,0,0,0,0,0
"OR6Q1",0,0,0,0,0,0
"OR6S1",0,0,0,0,0,0
"OR6T1",0,0,0,0,0,0
"OR6V1",0,0,0,0,0,0
"OR6W1P",0,0,0,0,1,2
"OR6X1",0,0,0,0,0,0
"OR6Y1",0,0,0,0,0,0
"OR7A10",0,0,0,0,0,0
"OR7A17",0,0,0,0,0,0
"OR7A5",0,0,0,1,0,0
"OR7C1",0,0,0,0,0,0
"OR7C2",0,0,0,0,1,0
"OR7D2",2,50,0,45,0,3
"OR7D4",0,0,0,0,0,0
"OR7E12P",0,2,0,1,8,3
"OR7E14P",0,0,1,1,0,1
"OR7E156P",1,0,0,0,0,0
"OR7E24",0,0,0,0,0,0
"OR7E2P",0,0,0,0,0,0
"OR7E37P",0,0,0,0,0,0
"OR7E47P",0,1,1,2,0,1
"OR7E5P",0,0,0,0,0,2
"OR7E91P",0,0,0,0,0,0
"OR7G1",0,0,0,0,0,0
"OR7G2",0,0,0,0,0,0
"OR7G3",0,0,0,0,0,0
"OR8A1",0,0,0,0,0,0
"OR8B12",0,1,0,0,0,0
"OR8B2",0,0,0,0,0,0
"OR8B3",0,0,0,0,0,0
"OR8B4",0,0,0,0,0,0
"OR8B8",0,0,0,0,0,0
"OR8D1",1,0,0,0,0,0
"OR8D2",0,0,0,0,0,0
"OR8D4",0,0,0,0,0,0
"OR8G1",0,0,0,0,0,0
"OR8G2",0,0,0,0,0,0
"OR8G5",2,0,0,0,0,0
"OR8H1",0,0,0,0,0,0
"OR8H2",0,0,0,0,0,0
"OR8H3",0,0,0,0,0,0
"OR8I2",0,0,0,0,0,0
"OR8J1",0,0,0,0,0,0
"OR8J3",0,0,0,0,0,0
"OR8K1",0,0,0,0,0,0
"OR8K3",0,0,0,0,0,0
"OR8K5",0,0,0,0,0,0
"OR8S1",0,0,0,0,0,0
"OR8U1",0,0,0,0,0,0
"OR8U8",0,0,0,0,0,0
"OR8U9",0,0,0,0,0,0
"OR9A2",0,0,0,0,0,0
"OR9A4",0,0,2,0,0,0
"OR9G1",0,0,0,0,0,0
"OR9G4",0,0,0,0,0,0
"OR9G9",0,0,0,0,0,0
"OR9I1",0,0,0,0,0,0
"OR9K2",0,0,0,0,0,0
"OR9Q1",0,0,0,0,0,0
"OR9Q2",0,0,0,0,0,0
"ORAI1",590,1265,314,600,1877,919
"ORAI2",3729,2128,376,1392,2498,2073
"ORAI3",407,590,302,311,849,809
"ORAOV1",327,508,112,345,319,251
"ORC1",586,361,2030,1389,610,585
"ORC2",427,426,197,416,444,526
"ORC3",270,221,210,215,474,278
"ORC4",634,605,315,1212,932,703
"ORC5",110,116,99,190,199,121
"ORC6",444,129,423,863,716,882
"ORM1",0,0,6,192,5,4
"ORM2",11,3,2,24,1,1
"ORMDL1",1723,1344,378,836,1205,1151
"ORMDL2",108,106,186,152,310,154
"ORMDL3",719,1484,889,1748,1115,1046
"OS9",6162,3772,2427,4248,6786,5504
"OSBP",1552,1718,993,2361,1111,1519
"OSBP2",523,367,3677,2012,747,123
"OSBPL10",13,4,4,52,34,94
"OSBPL10-AS1",0,0,1,6,2,1
"OSBPL11",360,234,195,499,444,525
"OSBPL1A",109,29,92,140,5,11
"OSBPL2",653,1037,451,785,1140,1030
"OSBPL3",1037,830,183,291,1758,1147
"OSBPL5",1884,1708,615,487,1316,5552
"OSBPL6",54,30,24,405,459,6
"OSBPL7",737,943,287,640,604,1138
"OSBPL8",1239,1260,798,5026,1937,2625
"OSBPL9",1250,1821,842,1426,1656,1354
"OSCAR",313,1895,292,301,149,52
"OSCP1",39,33,18,34,40,55
"OSER1",1381,1648,2016,2081,573,722
"OSER1-AS1",18,14,33,29,161,121
"OSGEP",1637,1215,587,796,1283,1319
"OSGEPL1",126,72,20,43,215,202
"OSGEPL1-AS1",13,3,3,8,9,25
"OSGIN1",47,14,11,27,21,19
"OSGIN2",793,939,781,522,232,184
"OSM",125,757,924,130,40,56
"OSMR",10,8,31,5,2,6
"OSMR-AS1",1,0,0,0,0,0
"OSR1",0,0,1,0,0,0
"OSR2",3,1,29,3,15,0
"OST4",874,1007,1090,1245,1590,1045
"OSTC",1313,1171,743,1348,2132,709
"OSTCP1",0,0,0,0,0,0
"OSTF1",486,585,180,304,872,604
"OSTM1",189,104,177,116,862,533
"OSTN",0,0,0,0,0,0
"OTC",0,0,0,0,0,0
"OTOA",3,2,2,10,0,0
"OTOF",10,2,2,5,49,1
"OTOG",1,0,6,4,3,5
"OTOGL",0,0,0,0,1,1
"OTOL1",0,0,0,0,0,0
"OTOP1",0,0,0,0,0,0
"OTOP2",0,0,2,0,1,1
"OTOP3",0,0,1,0,0,0
"OTOR",0,0,0,0,0,0
"OTOS",0,0,0,0,0,0
"OTP",0,0,0,0,0,0
"OTUB1",1714,1463,1255,1853,2053,1282
"OTUB2",23,25,15,8,17,37
"OTUD1",1003,584,2660,1221,812,450
"OTUD3",729,347,1040,716,444,632
"OTUD4",2368,1666,2292,2283,1146,1451
"OTUD5",1779,2123,1940,2384,1916,1384
"OTUD6A",0,0,0,0,0,0
"OTUD6B",495,333,227,376,480,432
"OTUD6B-AS1",321,363,152,341,461,444
"OTUD7A",2,2,2,4,7,5
"OTUD7B",80,60,86,185,238,311
"OTULIN",2009,970,1174,2978,1010,1657
"OTX1",0,0,0,1,1,0
"OTX2",0,0,0,0,0,0
"OTX2-AS1",0,0,0,0,10,1
"OVAAL",0,0,0,0,0,1
"OVCA2",58,50,39,26,32,14
"OVCH1",0,0,1,0,0,0
"OVCH1-AS1",0,0,0,0,0,0
"OVCH2",0,0,0,0,0,0
"OVGP1",149,137,30,165,14,119
"OVOL1",2,50,10,3,3,0
"OVOL1-AS1",0,2,2,0,0,0
"OVOL2",0,0,0,2,0,0
"OVOL3",4,1,2,1,0,9
"OXA1L",4565,3375,1786,2891,2803,2074
"OXCT1",385,176,695,412,867,316
"OXCT1-AS1",8,10,29,6,8,4
"OXCT2",0,10,8,6,16,1
"OXER1",95,65,23,13,24,3
"OXGR1",0,0,0,1,0,0
"OXLD1",223,509,218,263,769,328
"OXNAD1",211,146,122,203,290,236
"OXR1",880,698,292,956,907,556
"OXSM",134,117,63,110,163,102
"OXSR1",976,1044,1182,2325,1516,1609
"OXT",0,3,1,2,0,2
"OXTR",18,1,5,25,28,50
"P2RX1",4642,1246,468,1897,5433,4676
"P2RX2",7,1,0,5,2,5
"P2RX3",0,3,0,2,1,0
"P2RX4",918,808,352,469,259,307
"P2RX5",251,37,24,209,219,1049
"P2RX5-TAX1BP3",20,0,11,9,20,72
"P2RX6",4,3,15,3,66,6
"P2RX6P",0,0,0,0,4,0
"P2RX7",131,54,35,88,45,118
"P2RY1",1249,223,229,874,1213,224
"P2RY10",118,20,20,85,60,22
"P2RY11",140,52,34,55,87,47
"P2RY12",10,17,10,50,31,54
"P2RY13",136,12,54,230,57,57
"P2RY14",59,3,1,28,20,28
"P2RY2",74,40,44,150,48,19
"P2RY4",2,3,0,1,4,3
"P2RY6",26,1,1,7,1,6
"P2RY8",1137,882,177,530,110,54
"P3H1",861,699,527,675,1473,2497
"P3H2",9,3,16,3,1,8
"P3H2-AS1",0,0,0,0,0,0
"P3H3",2,19,96,16,14,3
"P3H4",17,5,11,17,471,569
"P4HA1",388,421,342,1031,1023,1113
"P4HA2",7,6,5,76,11,38
"P4HA2-AS1",1,0,1,11,0,1
"P4HA3",0,0,9,4,2,1
"P4HB",8316,8599,9764,11074,13815,7331
"P4HTM",618,459,658,129,405,957
"PA2G4",3605,2051,3610,3526,6699,4175
"PA2G4P4",4,5,3,3,5,9
"PAAF1",360,317,121,125,434,286
"PABPC1",45821,59597,23749,30322,31154,28686
"PABPC1L",360,316,370,303,842,1025
"PABPC1L2A",0,0,0,0,0,0
"PABPC1L2B",0,0,0,0,0,0
"PABPC1L2B-AS1",0,0,0,0,0,0
"PABPC1P2",0,0,0,0,0,0
"PABPC3",39,35,16,41,44,28
"PABPC4",5285,3407,3738,4967,4204,3697
"PABPC4L",1,0,96,184,74,84
"PABPC5",0,0,0,0,0,0
"PABPC5-AS1",0,0,0,0,0,0
"PABPN1",491,428,427,417,463,724
"PABPN1L",36,24,14,51,21,31
"PACERR",2,5,5,4,23,39
"PACRG",2,0,2,0,0,0
"PACRG-AS1",0,0,0,0,0,0
"PACRGL",166,129,59,56,160,180
"PACS1",2550,1819,596,1570,2343,1691
"PACS2",956,623,514,664,1370,1765
"PACSIN1",6,73,1,69,9,3
"PACSIN2",666,3457,563,1149,2020,919
"PACSIN3",5,13,2,84,149,35
"PADI1",0,6,0,0,0,7
"PADI2",7,65,3,227,41,53
"PADI3",1,51,0,0,1,0
"PADI4",163,897,177,223,228,79
"PADI6",0,1,0,3,0,0
"PAEP",1,0,0,0,0,0
"PAF1",819,1015,1905,949,1314,1064
"PAFAH1B1",1816,1891,732,2430,2117,2472
"PAFAH1B2",2782,2408,1246,1870,598,575
"PAFAH1B3",89,114,248,176,291,423
"PAFAH2",206,110,72,228,204,159
"PAG1",1396,562,93,1000,284,313
"PAGE1",0,0,0,0,0,0
"PAGE2",0,0,0,3,1,0
"PAGE2B",5,3,16,25,8,0
"PAGE3",0,0,0,0,0,0
"PAGE4",0,0,0,0,0,0
"PAGE5",0,0,0,0,0,0
"PAGR1",291,209,417,212,730,610
"PAH",0,0,0,0,0,1
"PAICS",1896,1036,1608,2005,4246,2700
"PAIP1",1482,875,675,1675,861,1084
"PAIP2",1950,2730,1095,4341,1817,887
"PAIP2B",44,3,101,37,132,104
"PAK1",627,260,900,619,423,95
"PAK1IP1",433,121,269,256,416,324
"PAK2",2719,2726,794,1662,3152,2718
"PAK3",0,0,0,1,0,0
"PAK4",267,294,392,259,542,807
"PAK6",280,151,1008,55,43,25
"PAK7",0,0,0,0,0,1
"PALB2",301,183,114,129,259,158
"PALD1",308,602,8,231,18,31
"PALLD",41,18,181,79,18,611
"PALM",27,552,106,110,109,97
"PALM2",1,0,1,1,0,0
"PALM2-AKAP2",0,0,0,0,0,0
"PALM3",0,0,7,4,3,1
"PALMD",0,0,2,5,1,0
"PAM",444,188,14,278,637,302
